airline,source_airport,dest_airport,source_country,dest_country
KL,BGO,AMS,Norway,Netherlands
KL,BHX,AMS,United Kingdom,Netherlands
KL,BJM,KGL,Burundi,Rwanda
KL,BJM,NBO,Burundi,Kenya
KL,BKK,AMS,Thailand,Netherlands
KL,BKK,TPE,Thailand,Taiwan
KL,BLL,AMS,Denmark,Netherlands
KL,BLQ,AMS,Italy,Netherlands
KL,BOD,AMS,France,Netherlands
KL,BOM,AMS,India,Netherlands
KL,BON,AMS,Netherlands Antilles,Netherlands
KL,BOS,AMS,United States,Netherlands
KL,BOS,LHR,United States,United Kingdom
KL,BRE,AMS,Germany,Netherlands
KL,BRS,AMS,United Kingdom,Netherlands
KL,BRU,AMS,Belgium,Netherlands
KL,BRU,ATL,Belgium,United States
KL,BRU,JFK,Belgium,United States
KL,BSL,AMS,France,Netherlands
KL,BUD,AMS,Hungary,Netherlands
KL,BZV,FIH,Congo (Brazzaville),Congo (Kinshasa)
KL,BZV,NBO,Congo (Brazzaville),Kenya
KL,CAI,AMS,Egypt,Netherlands
KL,CAN,AMS,China,Netherlands
KL,CDG,ABV,France,Nigeria
KL,CDG,ALG,France,Algeria
KL,CDG,AMS,France,Netherlands
KL,CDG,CMN,France,Morocco
KL,CDG,DLA,France,Cameroon
KL,CDG,EZE,France,Argentina
KL,CDG,NIM,France,Niger
KL,CDG,PUJ,France,Dominican Republic
KL,CDG,ROB,France,Liberia
KL,CFE,AMS,France,Netherlands
KL,CGK,KUL,Indonesia,Malaysia
KL,CGK,SYD,Indonesia,Australia
KL,CGN,AMS,Germany,Netherlands
KL,CMN,CDG,Morocco,France
KL,CPH,AMS,Denmark,Netherlands
KL,CPT,AMS,South Africa,Netherlands
KL,CTU,AMS,China,Netherlands
KL,CUN,ATL,Mexico,United States
KL,CUR,AMS,Netherlands Antilles,Netherlands
KL,CWL,AMS,United Kingdom,Netherlands
KL,CZM,ATL,Mexico,United States
KL,DAR,AMS,Tanzania,Netherlands
KL,DEL,AMS,India,Netherlands
KL,DFW,AMS,United States,Netherlands
KL,DLA,CDG,Cameroon,France
KL,DLA,SSG,Cameroon,Equatorial Guinea
KL,DMM,AMS,Saudi Arabia,Netherlands
KL,DMM,KWI,Saudi Arabia,Kuwait
KL,DOH,AMS,Qatar,Netherlands
KL,DOH,MCT,Qatar,Oman
KL,DPS,SIN,Indonesia,Singapore
KL,DTW,AMS,United States,Netherlands
KL,DTW,FRA,United States,Germany
KL,DTW,LHR,United States,United Kingdom
KL,DUB,ATL,Ireland,United States
KL,DUB,JFK,Ireland,United States
KL,DUS,AMS,Germany,Netherlands
KL,DUS,ATL,Germany,United States
KL,DXB,AMS,United Arab Emirates,Netherlands
KL,DXB,NBO,United Arab Emirates,Kenya
KL,DZA,HAH,Mayotte,Comoros
KL,EBB,AMS,Uganda,Netherlands
KL,EDI,AMS,United Kingdom,Netherlands
KL,EWR,AMS,United States,Netherlands
KL,EZE,AMS,Argentina,Netherlands
KL,EZE,CDG,Argentina,France
KL,EZE,MVD,Argentina,Uruguay
KL,EZE,SCL,Argentina,Chile
KL,FBM,NBO,Congo (Kinshasa),Kenya
KL,FBM,NLA,Congo (Kinshasa),Zambia
KL,FCO,AMS,Italy,Netherlands
KL,FCO,ATL,Italy,United States
KL,FIH,BZV,Congo (Kinshasa),Congo (Brazzaville)
KL,FIH,NBO,Congo (Kinshasa),Kenya
KL,FLR,AMS,Italy,Netherlands
KL,FNA,CDG,Sierra Leone,France
KL,FRA,AMS,Germany,Netherlands
KL,FRA,ATL,Germany,United States
KL,FRA,DTW,Germany,United States
KL,FRA,JFK,Germany,United States
KL,FUK,AMS,Japan,Netherlands
KL,GDL,ATL,Mexico,United States
KL,GIG,AMS,Brazil,Netherlands
KL,GLA,AMS,United Kingdom,Netherlands
KL,GOT,AMS,Sweden,Netherlands
KL,GRU,AMS,Brazil,Netherlands
KL,GVA,AMS,Switzerland,Netherlands
KL,GYE,AMS,Ecuador,Netherlands
KL,HAH,NBO,Comoros,Kenya
KL,HAJ,AMS,Germany,Netherlands
KL,HAM,AMS,Germany,Netherlands
KL,HAV,AMS,Cuba,Netherlands
KL,HEL,AMS,Finland,Netherlands
KL,HGH,AMS,China,Netherlands
KL,HKG,AMS,Hong Kong,Netherlands
KL,HRE,LUN,Zimbabwe,Zambia
KL,HRE,NBO,Zimbabwe,Kenya
KL,HUY,AMS,United Kingdom,Netherlands
KL,IAD,AMS,United States,Netherlands
KL,IAH,AMS,United States,Netherlands
KL,ICN,AMS,South Korea,Netherlands
KL,ISB,AUH,Pakistan,United Arab Emirates
KL,IST,AMS,Turkey,Netherlands
KL,JFK,AMS,United States,Netherlands
KL,JFK,BCN,United States,Spain
KL,JFK,BRU,United States,Belgium
KL,JFK,DUB,United States,Ireland
KL,JFK,FRA,United States,Germany
KL,JFK,LHR,United States,United Kingdom
KL,JFK,MAD,United States,Spain
KL,JIB,ADD,Djibouti,Ethiopia
KL,JIB,NBO,Djibouti,Kenya
KL,JNB,AMS,South Africa,Netherlands
KL,KBP,AMS,Ukraine,Netherlands
KL,KBP,TBS,Ukraine,Georgia
KL,KGL,BJM,Rwanda,Burundi
KL,KGL,EBB,Rwanda,Uganda
KL,KGL,NBO,Rwanda,Kenya
KL,KHH,SIN,Taiwan,Singapore
KL,KIN,PTY,Jamaica,Panama
KL,KIX,AMS,Japan,Netherlands
KL,KRS,AMS,Norway,Netherlands
KL,KUL,AMS,Malaysia,Netherlands
KL,KUL,CGK,Malaysia,Indonesia
KL,KWI,AMS,Kuwait,Netherlands
KL,KWI,DMM,Kuwait,Saudi Arabia
KL,LAD,AMS,Angola,Netherlands
KL,LAX,AMS,United States,Netherlands
KL,LBA,AMS,United Kingdom,Netherlands
KL,LCA,AMS,Cyprus,Netherlands
KL,LCY,AMS,United Kingdom,Netherlands
KL,LCY,RTM,United Kingdom,Netherlands
KL,LED,AMS,Russia,Netherlands
KL,LHE,AUH,Pakistan,United Arab Emirates
KL,LHR,AMS,United Kingdom,Netherlands
KL,LHR,ATL,United Kingdom,United States
KL,LHR,BOS,United Kingdom,United States
KL,LHR,DTW,United Kingdom,United States
KL,LHR,JFK,United Kingdom,United States
KL,LHR,MSP,United Kingdom,United States
KL,LHR,SEA,United Kingdom,United States
KL,LIM,AMS,Peru,Netherlands
KL,LIN,AMS,Italy,Netherlands
KL,LIS,AMS,Portugal,Netherlands
KL,LLW,LUN,Malawi,Zambia
KL,LLW,NBO,Malawi,Kenya
KL,LOS,AMS,Nigeria,Netherlands
KL,LPI,AMS,Sweden,Netherlands
KL,LUN,AMS,Zambia,Netherlands
KL,LUN,HRE,Zambia,Zimbabwe
KL,LUN,LLW,Zambia,Malawi
KL,LUN,NBO,Zambia,Kenya
KL,LUX,AMS,Luxembourg,Netherlands
KL,LVI,HRE,Zambia,Zimbabwe
KL,LYS,AMS,France,Netherlands
KL,MAD,AMS,Spain,Netherlands
KL,MAD,ATL,Spain,United States
KL,MAD,JFK,Spain,United States
KL,MAN,AMS,United Kingdom,Netherlands
KL,MAN,ATL,United Kingdom,United States
KL,MCT,DOH,Oman,Qatar
KL,MEX,AMS,Mexico,Netherlands
KL,MEX,ATL,Mexico,United States
KL,MME,AMS,United Kingdom,Netherlands
KL,MNL,TPE,Philippines,Taiwan
KL,MRS,AMS,France,Netherlands
KL,MSP,AMS,United States,Netherlands
KL,MSP,LHR,United States,United Kingdom
KL,MTY,ATL,Mexico,United States
KL,MUC,AMS,Germany,Netherlands
KL,MUC,ATL,Germany,United States
KL,MVD,EZE,Uruguay,Argentina
KL,NBO,ADD,Kenya,Ethiopia
KL,NBO,AMS,Kenya,Netherlands
KL,NBO,BJM,Kenya,Burundi
KL,NBO,BZV,Kenya,Congo (Brazzaville)
KL,NBO,DXB,Kenya,United Arab Emirates
KL,NBO,DZA,Kenya,Mayotte
KL,NBO,FBM,Kenya,Congo (Kinshasa)
KL,NBO,FIH,Kenya,Congo (Kinshasa)
KL,NBO,HRE,Kenya,Zimbabwe
KL,NBO,JIB,Kenya,Djibouti
KL,NBO,KGL,Kenya,Rwanda
KL,NBO,LLW,Kenya,Malawi
KL,NBO,LUN,Kenya,Zambia
KL,NBO,LVI,Kenya,Zambia
KL,NBO,NLA,Kenya,Zambia
KL,NCE,AMS,France,Netherlands
KL,NCL,AMS,United Kingdom,Netherlands
KL,NIM,CDG,Niger,France
KL,NIM,OUA,Niger,Burkina Faso
KL,NLA,FBM,Zambia,Congo (Kinshasa)
KL,NLA,NBO,Zambia,Kenya
KL,NRT,AMS,Japan,Netherlands
KL,NTE,AMS,France,Netherlands
KL,NUE,AMS,Germany,Netherlands
KL,NWI,AMS,United Kingdom,Netherlands
KL,ORD,AMS,United States,Netherlands
KL,OSL,AMS,Norway,Netherlands
KL,OTP,AMS,Romania,Netherlands
KL,OUA,NIM,Burkina Faso,Niger
KL,PBM,AMS,Suriname,Netherlands
KL,PDX,AMS,United States,Netherlands
KL,PEK,AMS,China,Netherlands
KL,PRG,AMS,Czech Republic,Netherlands
KL,PTY,AMS,Panama,Netherlands
KL,PTY,SJO,Panama,Costa Rica
KL,PVG,AMS,China,Netherlands
KL,PVR,ATL,Mexico,United States
KL,RIX,AMS,Latvia,Netherlands
KL,ROB,FNA,Liberia,Sierra Leone
KL,RTM,LCY,Netherlands,United Kingdom
KL,SCL,EZE,Chile,Argentina
KL,SDQ,CDG,Dominican Republic,France
KL,SEA,AMS,United States,Netherlands
KL,SEA,LHR,United States,United Kingdom
KL,SFO,AMS,United States,Netherlands
KL,SIN,AMS,Singapore,Netherlands
KL,SIN,DPS,Singapore,Indonesia
KL,SJD,ATL,Mexico,United States
KL,SJO,GUA,Costa Rica,Guatemala
KL,SJO,PTY,Costa Rica,Panama
KL,SJO,TGU,Costa Rica,Honduras
KL,SJU,ATL,Puerto Rico,United States
KL,SSG,DLA,Equatorial Guinea,Cameroon
KL,STR,AMS,Germany,Netherlands
KL,STR,ATL,Germany,United States
KL,STT,ATL,Virgin Islands,United States
KL,SVG,AMS,Norway,Netherlands
KL,SVO,AMS,Russia,Netherlands
KL,SXB,AMS,France,Netherlands
KL,TBS,AMS,Georgia,Netherlands
KL,TBS,KBP,Georgia,Ukraine
KL,TGU,SJO,Honduras,Costa Rica
KL,TLL,AMS,Estonia,Netherlands
KL,TLS,AMS,France,Netherlands
KL,TLV,AMS,Israel,Netherlands
KL,TPE,AMS,Taiwan,Netherlands
KL,TPE,BKK,Taiwan,Thailand
KL,TPE,MNL,Taiwan,Philippines
KL,TRD,AMS,Norway,Netherlands
KL,TRF,AMS,Norway,Netherlands
KL,TXL,AMS,Germany,Netherlands
KL,VCE,AMS,Italy,Netherlands
KL,VIE,AMS,Austria,Netherlands
KL,WAW,AMS,Poland,Netherlands
KL,XMN,AMS,China,Netherlands
KL,YUL,AMS,Canada,Netherlands
KL,YVR,AMS,Canada,Netherlands
KL,YYC,AMS,Canada,Netherlands
KL,YYZ,AMS,Canada,Netherlands
KL,ZRH,AMS,Switzerland,Netherlands
KM,ALG,MLA,Algeria,Malta
KM,AMS,MLA,Netherlands,Malta
KM,ATH,MLA,Greece,Malta
KM,ATH,SOF,Greece,Bulgaria
KM,BEN,MLA,Libya,Malta
KM,BHX,MLA,United Kingdom,Malta
KM,BRS,MLA,United Kingdom,Malta
KM,BRU,CTA,Belgium,Italy
KM,BRU,MLA,Belgium,Malta
KM,BUD,MLA,Hungary,Malta
KM,CDG,MLA,France,Malta
KM,CTA,BRU,Italy,Belgium
KM,CTA,MLA,Italy,Malta
KM,CTA,MUC,Italy,Germany
KM,CWL,MLA,United Kingdom,Malta
KM,DME,MLA,Russia,Malta
KM,DUS,MLA,Germany,Malta
KM,EXT,MLA,United Kingdom,Malta
KM,FCO,MLA,Italy,Malta
KM,FRA,MLA,Germany,Malta
KM,GLA,MLA,United Kingdom,Malta
KM,GVA,MLA,Switzerland,Malta
KM,HAM,MLA,Germany,Malta
KM,IST,MLA,Turkey,Malta
KM,LCA,MLA,Cyprus,Malta
KM,LED,MLA,Russia,Malta
KM,LGW,MLA,United Kingdom,Malta
KM,LHR,MLA,United Kingdom,Malta
KM,LIN,MLA,Italy,Malta
KM,LYS,MLA,France,Malta
KM,MAN,MLA,United Kingdom,Malta
KM,MLA,ALG,Malta,Algeria
KM,MLA,AMS,Malta,Netherlands
KM,MLA,ATH,Malta,Greece
KM,MLA,BEN,Malta,Libya
KM,MLA,BHX,Malta,United Kingdom
KM,MLA,BRS,Malta,United Kingdom
KM,MLA,BRU,Malta,Belgium
KM,MLA,BUD,Malta,Hungary
KM,MLA,CDG,Malta,France
KM,MLA,CTA,Malta,Italy
KM,MLA,CWL,Malta,United Kingdom
KM,MLA,DME,Malta,Russia
KM,MLA,DUS,Malta,Germany
KM,MLA,EXT,Malta,United Kingdom
KM,MLA,FCO,Malta,Italy
KM,MLA,FRA,Malta,Germany
KM,MLA,GLA,Malta,United Kingdom
KM,MLA,GVA,Malta,Switzerland
KM,MLA,HAM,Malta,Germany
KM,MLA,IST,Malta,Turkey
KM,MLA,LCA,Malta,Cyprus
KM,MLA,LED,Malta,Russia
KM,MLA,LGW,Malta,United Kingdom
KM,MLA,LHR,Malta,United Kingdom
KM,MLA,LIN,Malta,Italy
KM,MLA,LYS,Malta,France
KM,MLA,MAN,Malta,United Kingdom
KM,MLA,MRS,Malta,France
KM,MLA,MUC,Malta,Germany
KM,MLA,NCL,Malta,United Kingdom
KM,MLA,NWI,Malta,United Kingdom
KM,MLA,ORY,Malta,France
KM,MLA,PRG,Malta,Czech Republic
KM,MLA,SAW,Malta,Turkey
KM,MLA,SVO,Malta,Russia
KM,MLA,TIP,Malta,Libya
KM,MLA,TXL,Malta,Germany
KM,MLA,VIE,Malta,Austria
KM,MLA,ZRH,Malta,Switzerland
KM,MRS,MLA,France,Malta
KM,MUC,CTA,Germany,Italy
KM,MUC,MLA,Germany,Malta
KM,NCL,MLA,United Kingdom,Malta
KM,NWI,MLA,United Kingdom,Malta
KM,ORY,MLA,France,Malta
KM,PRG,MLA,Czech Republic,Malta
KM,SAW,MLA,Turkey,Malta
KM,SOF,ATH,Bulgaria,Greece
KM,SVO,MLA,Russia,Malta
KM,TIP,MLA,Libya,Malta
KM,TXL,MLA,Germany,Malta
KM,VIE,MLA,Austria,Malta
KM,ZRH,MLA,Switzerland,Malta
KQ,ABJ,DKR,Cote d'Ivoire,Senegal
KQ,ABJ,NBO,Cote d'Ivoire,Kenya
KQ,ACC,DKR,Ghana,Senegal
KQ,ACC,FNA,Ghana,Sierra Leone
KQ,ACC,NBO,Ghana,Kenya
KQ,ACC,ROB,Ghana,Liberia
KQ,ADD,JIB,Ethiopia,Djibouti
KQ,ADD,NBO,Ethiopia,Kenya
KQ,AMS,NBO,Netherlands,Kenya
KQ,APL,NBO,Mozambique,Kenya
KQ,BJM,KGL,Burundi,Rwanda
KQ,BJM,NBO,Burundi,Kenya
KQ,BKK,CAN,Thailand,China
KQ,BKK,HKG,Thailand,Hong Kong
KQ,BKK,NBO,Thailand,Kenya
KQ,BKO,DKR,Mali,Senegal
KQ,BKO,NBO,Mali,Kenya
KQ,BLZ,NBO,Malawi,Kenya
KQ,BOM,NBO,India,Kenya
KQ,BZV,FIH,Congo (Brazzaville),Congo (Kinshasa)
KQ,BZV,NBO,Congo (Brazzaville),Kenya
KQ,CAN,BKK,China,Thailand
KQ,CAN,NBO,China,Kenya
KQ,CDG,NBO,France,Kenya
KQ,COO,NBO,Benin,Kenya
KQ,DAR,NBO,Tanzania,Kenya
KQ,DEL,NBO,India,Kenya
KQ,DKR,ABJ,Senegal,Cote d'Ivoire
KQ,DKR,ACC,Senegal,Ghana
KQ,DKR,BKO,Senegal,Mali
KQ,DLA,NBO,Cameroon,Kenya
KQ,DXB,NBO,United Arab Emirates,Kenya
KQ,DXB,SVO,United Arab Emirates,Russia
KQ,DZA,HAH,Mayotte,Comoros
KQ,EBB,NBO,Uganda,Kenya
KQ,EDI,CDG,United Kingdom,France
KQ,FBM,NBO,Congo (Kinshasa),Kenya
KQ,FBM,NLA,Congo (Kinshasa),Zambia
KQ,FIH,BZV,Congo (Kinshasa),Congo (Brazzaville)
KQ,FIH,NBO,Congo (Kinshasa),Kenya
KQ,FNA,ACC,Sierra Leone,Ghana
KQ,GBE,NBO,Botswana,Kenya
KQ,HAH,NBO,Comoros,Kenya
KQ,HKG,BKK,Hong Kong,Thailand
KQ,HRE,LUN,Zimbabwe,Zambia
KQ,HRE,NBO,Zimbabwe,Kenya
KQ,ICN,NBO,South Korea,Kenya
KQ,JED,NBO,Saudi Arabia,Kenya
KQ,JIB,ADD,Djibouti,Ethiopia
KQ,JIB,NBO,Djibouti,Kenya
KQ,JNB,NBO,South Africa,Kenya
KQ,JNB,WDH,South Africa,Namibia
KQ,JRO,NBO,Tanzania,Kenya
KQ,JUB,NBO,South Sudan,Kenya
KQ,KGL,BJM,Rwanda,Burundi
KQ,KGL,NBO,Rwanda,Kenya
KQ,KRT,NBO,Sudan,Kenya
KQ,LAD,NBO,Angola,Kenya
KQ,LHR,NBO,United Kingdom,Kenya
KQ,LLW,LUN,Malawi,Zambia
KQ,LLW,NBO,Malawi,Kenya
KQ,LOS,COO,Nigeria,Benin
KQ,LOS,NBO,Nigeria,Kenya
KQ,LUN,HRE,Zambia,Zimbabwe
KQ,LUN,LLW,Zambia,Malawi
KQ,LUN,NBO,Zambia,Kenya
KQ,LUN,WDH,Zambia,Namibia
KQ,LVI,HRE,Zambia,Zimbabwe
KQ,MPM,NBO,Mozambique,Kenya
KQ,MRU,NBO,Mauritius,Kenya
KQ,MWZ,NBO,Tanzania,Kenya
KQ,NBO,ABJ,Kenya,Cote d'Ivoire
KQ,NBO,ACC,Kenya,Ghana
KQ,NBO,ADD,Kenya,Ethiopia
KQ,NBO,AMS,Kenya,Netherlands
KQ,NBO,APL,Kenya,Mozambique
KQ,NBO,BJM,Kenya,Burundi
KQ,NBO,BKK,Kenya,Thailand
KQ,NBO,BKO,Kenya,Mali
KQ,NBO,BLZ,Kenya,Malawi
KQ,NBO,BOM,Kenya,India
KQ,NBO,BZV,Kenya,Congo (Brazzaville)
KQ,NBO,CAN,Kenya,China
KQ,NBO,CDG,Kenya,France
KQ,NBO,DAR,Kenya,Tanzania
KQ,NBO,DEL,Kenya,India
KQ,NBO,DLA,Kenya,Cameroon
KQ,NBO,DXB,Kenya,United Arab Emirates
KQ,NBO,DZA,Kenya,Mayotte
KQ,NBO,EBB,Kenya,Uganda
KQ,NBO,FBM,Kenya,Congo (Kinshasa)
KQ,NBO,FIH,Kenya,Congo (Kinshasa)
KQ,NBO,GBE,Kenya,Botswana
KQ,NBO,HRE,Kenya,Zimbabwe
KQ,NBO,ICN,Kenya,South Korea
KQ,NBO,JED,Kenya,Saudi Arabia
KQ,NBO,JIB,Kenya,Djibouti
KQ,NBO,JNB,Kenya,South Africa
KQ,NBO,JRO,Kenya,Tanzania
KQ,NBO,JUB,Kenya,South Sudan
KQ,NBO,KGL,Kenya,Rwanda
KQ,NBO,KRT,Kenya,Sudan
KQ,NBO,LAD,Kenya,Angola
KQ,NBO,LHR,Kenya,United Kingdom
KQ,NBO,LLW,Kenya,Malawi
KQ,NBO,LOS,Kenya,Nigeria
KQ,NBO,LUN,Kenya,Zambia
KQ,NBO,LVI,Kenya,Zambia
KQ,NBO,MPM,Kenya,Mozambique
KQ,NBO,MRU,Kenya,Mauritius
KQ,NBO,MWZ,Kenya,Tanzania
KQ,NBO,NLA,Kenya,Zambia
KQ,NBO,NSI,Kenya,Cameroon
KQ,NBO,POL,Kenya,Mozambique
KQ,NBO,SEZ,Kenya,Seychelles
KQ,NBO,TNR,Kenya,Madagascar
KQ,NBO,ZNZ,Kenya,Tanzania
KQ,NLA,FBM,Zambia,Congo (Kinshasa)
KQ,NLA,NBO,Zambia,Kenya
KQ,NSI,NBO,Cameroon,Kenya
KQ,POL,NBO,Mozambique,Kenya
KQ,ROB,ACC,Liberia,Ghana
KQ,SEZ,NBO,Seychelles,Kenya
KQ,SVO,DXB,Russia,United Arab Emirates
KQ,TNR,NBO,Madagascar,Kenya
KQ,WDH,JNB,Namibia,South Africa
KQ,WDH,LUN,Namibia,Zambia
KQ,ZNZ,NBO,Tanzania,Kenya
KR,DME,FRU,Russia,Kyrgyzstan
KR,DME,OSS,Russia,Kyrgyzstan
KR,EGO,FRU,Russia,Kyrgyzstan
KR,FRU,DME,Kyrgyzstan,Russia
KR,FRU,EGO,Kyrgyzstan,Russia
KR,FRU,IKT,Kyrgyzstan,Russia
KR,FRU,OVB,Kyrgyzstan,Russia
KR,FRU,SGC,Kyrgyzstan,Russia
KR,FRU,SVX,Kyrgyzstan,Russia
KR,FRU,URC,Kyrgyzstan,China
KR,IKT,FRU,Russia,Kyrgyzstan
KR,IKT,OSS,Russia,Kyrgyzstan
KR,OSS,DME,Kyrgyzstan,Russia
KR,OSS,IKT,Kyrgyzstan,Russia
KR,OSS,OVB,Kyrgyzstan,Russia
KR,OSS,SVX,Kyrgyzstan,Russia
KR,OVB,FRU,Russia,Kyrgyzstan
KR,OVB,OSS,Russia,Kyrgyzstan
KR,SGC,FRU,Russia,Kyrgyzstan
KR,SVX,FRU,Russia,Kyrgyzstan
KR,SVX,OSS,Russia,Kyrgyzstan
KR,URC,FRU,China,Kyrgyzstan
KU,ADD,KWI,Ethiopia,Kuwait
KU,AMM,KWI,Jordan,Kuwait
KU,AUH,KWI,United Arab Emirates,Kuwait
KU,AUH,MCT,United Arab Emirates,Oman
KU,BAH,KWI,Bahrain,Kuwait
KU,BEY,KWI,Lebanon,Kuwait
KU,BKK,KWI,Thailand,Kuwait
KU,BKK,MNL,Thailand,Philippines
KU,BOM,KWI,India,Kuwait
KU,CAI,KWI,Egypt,Kuwait
KU,CDG,FCO,France,Italy
KU,CGK,KUL,Indonesia,Malaysia
KU,CMB,KWI,Sri Lanka,Kuwait
KU,COK,KWI,India,Kuwait
KU,DAC,KWI,Bangladesh,Kuwait
KU,DEL,KWI,India,Kuwait
KU,DMM,KWI,Saudi Arabia,Kuwait
KU,DOH,KWI,Qatar,Kuwait
KU,DXB,KWI,United Arab Emirates,Kuwait
KU,FCO,CDG,Italy,France
KU,FCO,KWI,Italy,Kuwait
KU,FRA,GVA,Germany,Switzerland
KU,FRA,KWI,Germany,Kuwait
KU,GVA,FRA,Switzerland,Germany
KU,HBE,KWI,Egypt,Kuwait
KU,HMB,KWI,Egypt,Kuwait
KU,IKA,KWI,Iran,Kuwait
KU,ISB,KWI,Pakistan,Kuwait
KU,IST,KWI,Turkey,Kuwait
KU,JED,KWI,Saudi Arabia,Kuwait
KU,JFK,KWI,United States,Kuwait
KU,JFK,LHR,United States,United Kingdom
KU,KUL,CGK,Malaysia,Indonesia
KU,KUL,KWI,Malaysia,Kuwait
KU,KWI,ADD,Kuwait,Ethiopia
KU,KWI,AMM,Kuwait,Jordan
KU,KWI,AUH,Kuwait,United Arab Emirates
KU,KWI,BAH,Kuwait,Bahrain
KU,KWI,BEY,Kuwait,Lebanon
KU,KWI,BKK,Kuwait,Thailand
KU,KWI,BOM,Kuwait,India
KU,KWI,CAI,Kuwait,Egypt
KU,KWI,CMB,Kuwait,Sri Lanka
KU,KWI,COK,Kuwait,India
KU,KWI,DAC,Kuwait,Bangladesh
KU,KWI,DEL,Kuwait,India
KU,KWI,DMM,Kuwait,Saudi Arabia
KU,KWI,DOH,Kuwait,Qatar
KU,KWI,DXB,Kuwait,United Arab Emirates
KU,KWI,FCO,Kuwait,Italy
KU,KWI,FRA,Kuwait,Germany
KU,KWI,HBE,Kuwait,Egypt
KU,KWI,HMB,Kuwait,Egypt
KU,KWI,IKA,Kuwait,Iran
KU,KWI,ISB,Kuwait,Pakistan
KU,KWI,IST,Kuwait,Turkey
KU,KWI,JED,Kuwait,Saudi Arabia
KU,KWI,JFK,Kuwait,United States
KU,KWI,KUL,Kuwait,Malaysia
KU,KWI,LHE,Kuwait,Pakistan
KU,KWI,LHR,Kuwait,United Kingdom
KU,KWI,MAA,Kuwait,India
KU,KWI,MCT,Kuwait,Oman
KU,KWI,NJF,Kuwait,Iraq
KU,KWI,RUH,Kuwait,Saudi Arabia
KU,KWI,SAW,Kuwait,Turkey
KU,KWI,TRV,Kuwait,India
KU,LHE,KWI,Pakistan,Kuwait
KU,LHR,JFK,United Kingdom,United States
KU,LHR,KWI,United Kingdom,Kuwait
KU,MAA,KWI,India,Kuwait
KU,MCT,AUH,Oman,United Arab Emirates
KU,MCT,KWI,Oman,Kuwait
KU,MNL,BKK,Philippines,Thailand
KU,NJF,KWI,Iraq,Kuwait
KU,RUH,KWI,Saudi Arabia,Kuwait
KU,SAH,KWI,Yemen,Kuwait
KU,SAW,KWI,Turkey,Kuwait
KU,TRV,KWI,India,Kuwait
KX,GCM,HAV,Cayman Islands,Cuba
KX,GCM,JFK,Cayman Islands,United States
KX,GCM,KIN,Cayman Islands,Jamaica
KX,GCM,LCE,Cayman Islands,Honduras
KX,GCM,MIA,Cayman Islands,United States
KX,GCM,ORD,Cayman Islands,United States
KX,GCM,TPA,Cayman Islands,United States
KX,HAV,GCM,Cuba,Cayman Islands
KX,JFK,GCM,United States,Cayman Islands
KX,KIN,GCM,Jamaica,Cayman Islands
KX,LCE,GCM,Honduras,Cayman Islands
KX,MBJ,GCM,Jamaica,Cayman Islands
KX,MIA,CYB,United States,Cayman Islands
KX,MIA,GCM,United States,Cayman Islands
KX,ORD,GCM,United States,Cayman Islands
KX,TPA,GCM,United States,Cayman Islands
L6,ABJ,BKO,Cote d'Ivoire,Mali
L6,ABJ,COO,Cote d'Ivoire,Benin
L6,BKO,ABJ,Mali,Cote d'Ivoire
L6,BKO,COO,Mali,Benin
L6,BKO,NKC,Mali,Mauritania
L6,BZV,COO,Congo (Brazzaville),Benin
L6,CDG,CMN,France,Morocco
L6,CKY,DKR,Guinea,Senegal
L6,CMN,CDG,Morocco,France
L6,CMN,NKC,Morocco,Mauritania
L6,CMN,OUZ,Morocco,Mauritania
L6,COO,ABJ,Benin,Cote d'Ivoire
L6,COO,BKO,Benin,Mali
L6,COO,BZV,Benin,Congo (Brazzaville)
L6,COO,PNR,Benin,Congo (Brazzaville)
L6,DKR,CKY,Senegal,Guinea
L6,DKR,NKC,Senegal,Mauritania
L6,LPA,NDB,Spain,Mauritania
L6,NDB,LPA,Mauritania,Spain
L6,NKC,BKO,Mauritania,Mali
L6,NKC,CMN,Mauritania,Morocco
L6,NKC,DKR,Mauritania,Senegal
L6,OUZ,CMN,Mauritania,Morocco
L6,PNR,COO,Congo (Brazzaville),Benin
LA,AEP,SCL,Argentina,Chile
LA,AKL,SCL,New Zealand,Chile
LA,AKL,SYD,New Zealand,Australia
LA,ASU,SCL,Paraguay,Chile
LA,AUA,BOG,Aruba,Colombia
LA,BOG,AUA,Colombia,Aruba
LA,BOG,DFW,Colombia,United States
LA,BOG,GRU,Colombia,Brazil
LA,BOG,LIM,Colombia,Peru
LA,BOG,MIA,Colombia,United States
LA,BOG,SCL,Colombia,Chile
LA,CCS,GYE,Venezuela,Ecuador
LA,CCS,LIM,Venezuela,Peru
LA,CCS,MIA,Venezuela,United States
LA,CCS,SCL,Venezuela,Chile
LA,CLO,MIA,Colombia,United States
LA,CLO,UIO,Colombia,Ecuador
LA,COR,LIM,Argentina,Peru
LA,COR,SCL,Argentina,Chile
LA,CUN,LIM,Mexico,Peru
LA,CUN,MIA,Mexico,United States
LA,CUN,SCL,Mexico,Chile
LA,DFW,BOG,United States,Colombia
LA,DFW,LIM,United States,Peru
LA,DFW,SCL,United States,Chile
LA,EZE,GIG,Argentina,Brazil
LA,EZE,GRU,Argentina,Brazil
LA,EZE,GYE,Argentina,Ecuador
LA,EZE,LIM,Argentina,Peru
